out_name,units,long_name,standard_name,priority,comment,frequency,cell_methods,modeling_realm,cell_measures,dimensions,type,positive,valid_min,valid_max,ok_min_mean_abs,ok_max_mean_abs
clm,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,between 680 and 440 hPa,6hr,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
cll,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,below 680 hPa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
cll,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,below 680 hPa,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
cll,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,below 680 hPa,6hr,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsdscs,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsdscs,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsdscs,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,6hr,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rldscs,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rldscs,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rldscs,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,6hr,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsuscs,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsuscs,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsuscs,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,6hr,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rluscs,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rluscs,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rluscs,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,6hr,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsutcs,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsutcs,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rsutcs,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,TIER2,,6hr,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rlutcs,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rlutcs,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
rlutcs,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,TIER2,,6hr,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
z0,m,Surface Roughness Length,surface_roughness_length,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
z0,m,Surface Roughness Length,surface_roughness_length,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
CAPE,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
CAPE,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
CAPE,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,1hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1,real,,,,,
LI,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
LI,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
LI,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,1hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1,real,,,,,
CIN,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
CIN,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
CIN,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,1hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1,real,,,,,
CAPEmax,J kg-1,Daily Maximum Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
CAPEmax,J kg-1,Daily Maximum Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
LImax,K,Daily Maximum Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
LImax,K,Daily Maximum Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
CINmax,J kg-1,Daily Maximum Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
CINmax,J kg-1,Daily Maximum Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
od550aer ,1,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time,real,,,,,
ua150,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p150,real,,,,,
ua150,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p150,real,,,,,
ua150,m s-1,Eastward Wind,eastward_wind,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p150,real,,,,,
ua100,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p100,real,,,,,
ua100,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p100,real,,,,,
ua100,m s-1,Eastward Wind,eastward_wind,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p100,real,,,,,
ua70,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p70,real,,,,,
ua70,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p70,real,,,,,
ua70,m s-1,Eastward Wind,eastward_wind,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p70,real,,,,,
ua50,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p50,real,,,,,
ua50,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p50,real,,,,,
ua50,m s-1,Eastward Wind,eastward_wind,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p50,real,,,,,
ua30,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p30,real,,,,,
ua30,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p30,real,,,,,
ua30,m s-1,Eastward Wind,eastward_wind,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p30,real,,,,,
ua20,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p20,real,,,,,
ua20,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p20,real,,,,,
ua20,m s-1,Eastward Wind,eastward_wind,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p20,real,,,,,
ua10,m s-1,Eastward Wind,eastward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p10,real,,,,,
ua10,m s-1,Eastward Wind,eastward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p10,real,,,,,
ua10,m s-1,Eastward Wind,eastward_wind,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p10,real,,,,,
va150,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p150,real,,,,,
va150,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p150,real,,,,,
va150,m s-1,Northward Wind,northward_wind,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p150,real,,,,,
va100,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p100,real,,,,,
va100,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p100,real,,,,,
va100,m s-1,Northward Wind,northward_wind,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p100,real,,,,,
va70,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p70,real,,,,,
va70,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p70,real,,,,,
va70,m s-1,Northward Wind,northward_wind,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p70,real,,,,,
va50,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p50,real,,,,,
va50,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p50,real,,,,,
va50,m s-1,Northward Wind,northward_wind,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p50,real,,,,,
va30,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p30,real,,,,,
va30,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p30,real,,,,,
va30,m s-1,Northward Wind,northward_wind,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p30,real,,,,,
va20,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p20,real,,,,,
va20,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p20,real,,,,,
va20,m s-1,Northward Wind,northward_wind,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p20,real,,,,,
va10,m s-1,Northward Wind,northward_wind,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p10,real,,,,,
va10,m s-1,Northward Wind,northward_wind,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p10,real,,,,,
va10,m s-1,Northward Wind,northward_wind,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p10,real,,,,,
ta150,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p150,real,,,,,
ta150,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p150,real,,,,,
ta150,K,Air Temperature,air_temperature,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p150,real,,,,,
ta100,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p100,real,,,,,
ta100,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p100,real,,,,,
ta100,K,Air Temperature,air_temperature,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p100,real,,,,,
ta70,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p70,real,,,,,
ta70,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p70,real,,,,,
ta70,K,Air Temperature,air_temperature,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p70,real,,,,,
ta50,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p50,real,,,,,
ta50,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p50,real,,,,,
ta50,K,Air Temperature,air_temperature,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p50,real,,,,,
ta30,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p30,real,,,,,
ta30,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p30,real,,,,,
ta30,K,Air Temperature,air_temperature,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p30,real,,,,,
ta20,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p20,real,,,,,
ta20,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p20,real,,,,,
ta20,K,Air Temperature,air_temperature,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p20,real,,,,,
ta10,K,Air Temperature,air_temperature,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p10,real,,,,,
ta10,K,Air Temperature,air_temperature,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p10,real,,,,,
ta10,K,Air Temperature,air_temperature,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p10,real,,,,,
hus150,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p150,real,,,,,
hus150,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p150,real,,,,,
hus150,1,Specific Humidity,specific_humidity,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p150,real,,,,,
hus100,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p100,real,,,,,
hus100,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p100,real,,,,,
hus100,1,Specific Humidity,specific_humidity,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p100,real,,,,,
hus70,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p70,real,,,,,
hus70,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p70,real,,,,,
hus70,1,Specific Humidity,specific_humidity,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p70,real,,,,,
hus50,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p50,real,,,,,
hus50,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p50,real,,,,,
hus50,1,Specific Humidity,specific_humidity,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p50,real,,,,,
hus30,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p30,real,,,,,
hus30,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p30,real,,,,,
hus30,1,Specific Humidity,specific_humidity,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p30,real,,,,,
hus20,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p20,real,,,,,
hus20,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p20,real,,,,,
hus20,1,Specific Humidity,specific_humidity,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p20,real,,,,,
hus10,1,Specific Humidity,specific_humidity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p10,real,,,,,
hus10,1,Specific Humidity,specific_humidity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p10,real,,,,,
hus10,1,Specific Humidity,specific_humidity,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p10,real,,,,,
zg150,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p150,real,,,,,
zg150,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p150,real,,,,,
zg150,m,Geopotential Height,geopotential_height,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p150,real,,,,,
zg100,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p100,real,,,,,
zg100,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p100,real,,,,,
zg100,m,Geopotential Height,geopotential_height,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p100,real,,,,,
zg70,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p70,real,,,,,
zg70,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p70,real,,,,,
zg70,m,Geopotential Height,geopotential_height,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p70,real,,,,,
zg50,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p50,real,,,,,
zg50,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p50,real,,,,,
zg50,m,Geopotential Height,geopotential_height,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p50,real,,,,,
zg30,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p30,real,,,,,
zg30,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p30,real,,,,,
zg30,m,Geopotential Height,geopotential_height,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p30,real,,,,,
zg20,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p20,real,,,,,
zg20,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p20,real,,,,,
zg20,m,Geopotential Height,geopotential_height,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p20,real,,,,,
zg10,m,Geopotential Height,geopotential_height,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p10,real,,,,,
zg10,m,Geopotential Height,geopotential_height,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p10,real,,,,,
zg10,m,Geopotential Height,geopotential_height,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p10,real,,,,,
wa150,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p150,real,,,,,
wa150,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p150,real,,,,,
wa150,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p150,real,,,,,
wa100,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p100,real,,,,,
wa100,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p100,real,,,,,
wa100,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p100,real,,,,,
wa70,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p70,real,,,,,
wa70,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p70,real,,,,,
wa70,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p70,real,,,,,
wa50,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p50,real,,,,,
wa50,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p50,real,,,,,
wa50,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p50,real,,,,,
wa30,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p30,real,,,,,
wa30,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p30,real,,,,,
wa30,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p30,real,,,,,
wa20,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p20,real,,,,,
wa20,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p20,real,,,,,
wa20,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p20,real,,,,,
wa10,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p10,real,,,,,
wa10,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p10,real,,,,,
wa10,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p10,real,,,,,
ua750,m s-1,Eastward Wind,eastward_wind,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p750,real,,,,,
ua750,m s-1,Eastward Wind,eastward_wind,TIER2,requested by CORDEX-Africa,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p750,real,,,,,
ua750,m s-1,Eastward Wind,eastward_wind,TIER2,requested by CORDEX-Africa,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p750,real,,,,,
va750,m s-1,Northward Wind,northward_wind,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p750,real,,,,,
va750,m s-1,Northward Wind,northward_wind,TIER2,requested by CORDEX-Africa,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p750,real,,,,,
va750,m s-1,Northward Wind,northward_wind,TIER2,requested by CORDEX-Africa,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p750,real,,,,,
ta750,K,Air Temperature,air_temperature,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p750,real,,,,,
ta750,K,Air Temperature,air_temperature,TIER2,requested by CORDEX-Africa,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p750,real,,,,,
ta750,K,Air Temperature,air_temperature,TIER2,requested by CORDEX-Africa,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p750,real,,,,,
hus750,1,Specific Humidity,specific_humidity,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p750,real,,,,,
hus750,1,Specific Humidity,specific_humidity,TIER2,requested by CORDEX-Africa,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p750,real,,,,,
hus750,1,Specific Humidity,specific_humidity,TIER2,requested by CORDEX-Africa,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p750,real,,,,,
zg750,m,Geopotential Height,geopotential_height,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p750,real,,,,,
zg750,m,Geopotential Height,geopotential_height,TIER2,requested by CORDEX-Africa,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p750,real,,,,,
zg750,m,Geopotential Height,geopotential_height,TIER2,requested by CORDEX-Africa,6hrPt,area: mean time: point,atmos,area: areacella,longitude latitude time1 p750,real,,,,,
wa750,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,requested by CORDEX-Africa,mon,area: mean time: mean,atmos,area: areacella,longitude latitude time p750,real,,,,,
wa750,m s-1,Upward Air Velocity,upward_air_velocity,TIER2,requested by CORDEX-Africa,day,area: mean time: mean,atmos,area: areacella,longitude latitude time p750,real,,,,,
